//x y oldx oldy angle oldangle ballAng ballX ballY goalAng dist obstAng obstX obstY collAng spin for0 for1
 -374.998, 0.000, 0.000, 0.000, 1.566, 1.571, -1.566, 0.000, 0.000, -1.566, 334.998, 2.066, -750.000, -200.000, 425.001, -0.005, 0.750, -0.375
 -374.998, 0.000, 0.000, 0.000, 1.551, 1.566, -1.551, 0.000, 0.000, -1.551, 334.998, 1.100, -750.000, 200.000, 425.002, -0.015, 0.750, -0.344
 -375.017, 0.000, 0.000, 0.000, 1.527, 1.551, -1.527, 0.000, 0.000, -1.527, 335.017, 1.125, -750.000, 200.000, 424.985, -0.024, 0.750, -0.284
 -375.038, 0.005, 0.000, 0.000, 1.493, 1.527, -1.493, 0.000, 0.000, -1.493, 335.038, 1.158, -750.000, 200.000, 424.964, -0.034, 0.750, -0.223
 -375.038, 0.038, 0.000, 0.000, 1.451, 1.493, -1.451, 0.000, 0.000, -1.451, 335.038, 1.201, -750.000, 200.000, 424.949, -0.042, 0.750, -0.163
 -375.038, 0.147, 0.000, 0.000, 1.402, 1.451, -1.402, 0.000, 0.000, -1.402, 335.038, 1.250, -750.000, 200.000, 424.898, -0.049, 0.750, -0.105
 -375.015, 0.400, 0.000, 0.000, 1.349, 1.402, -1.350, 0.000, 0.000, -1.349, 335.015, 1.303, -750.000, 200.000, 424.799, -0.053, 0.749, -0.054
 -374.961, 0.852, 0.000, 0.000, 1.295, 1.349, -1.297, 0.000, 0.000, -1.295, 334.962, 1.359, -750.000, 200.000, 424.634, -0.054, 0.748, -0.012
 -374.851, 1.520, 0.000, 0.000, 1.239, 1.295, -1.244, 0.000, 0.000, -1.240, 334.854, 1.416, -750.000, 200.000, 424.419, -0.055, 0.745, 0.024
 -374.636, 2.388, 0.000, 0.000, 1.183, 1.239, -1.190, 0.000, 0.000, -1.185, 334.643, 1.474, -750.000, 200.000, 424.204, -0.056, 0.741, 0.063
 -374.345, 3.472, 0.000, 0.000, 1.126, 1.183, -1.136, 0.000, 0.000, -1.128, 334.362, 1.533, -750.000, 200.000, 423.957, -0.057, 0.735, 0.111
 -373.960, 4.772, 0.000, 0.000, 1.070, 1.126, -1.082, 0.000, 0.000, -1.072, 333.991, 1.593, -750.000, 200.000, 423.698, -0.057, 0.726, 0.169
 -373.402, 6.252, 0.000, 0.000, 1.012, 1.070, -1.029, 0.000, 0.000, -1.015, 333.454, 1.654, -750.000, 200.000, 423.514, -0.058, 0.717, 0.228
 -372.635, 7.887, 0.000, 0.000, 0.954, 1.012, -0.975, 0.000, 0.000, -0.958, 332.719, 1.717, -750.000, 200.000, 423.452, -0.058, 0.750, 0.216
 -371.689, 9.686, 0.000, 0.000, 0.896, 0.954, -0.922, 0.000, 0.000, -0.901, 331.815, 1.780, -750.000, 200.000, 423.484, -0.058, 0.750, 0.196
 -370.552, 11.624, 0.000, 0.000, 0.837, 0.896, -0.868, 0.000, 0.000, -0.843, 330.735, 1.844, -750.000, 200.000, 423.634, -0.059, 0.750, 0.177
 -369.156, 13.609, 0.000, 0.000, 0.777, 0.837, -0.813, 0.000, 0.000, -0.784, 329.407, 1.910, -750.000, 200.000, 424.009, -0.061, 0.750, 0.170
 -367.496, 15.644, 0.000, 0.000, 0.715, 0.777, -0.757, 0.000, 0.000, -0.723, 327.828, 1.978, -750.000, 200.000, 424.614, -0.062, 0.750, 0.167
 -365.568, 17.716, 0.000, 0.000, 0.652, 0.715, -0.700, 0.000, 0.000, -0.661, 325.997, 2.047, -750.000, 200.000, 425.459, -0.063, 0.750, 0.162
 -363.391, 19.825, 0.000, 0.000, 0.588, 0.652, -0.642, 0.000, 0.000, -0.598, 323.932, 2.118, -750.000, 200.000, 426.532, -0.064, 0.750, 0.156
 -360.973, 21.926, 0.000, 0.000, 0.522, 0.588, -0.582, 0.000, 0.000, -0.533, 321.638, 2.191, -750.000, 200.000, 427.846, -0.066, 0.750, 0.151
 -358.295, 23.984, 0.000, 0.000, 0.454, 0.522, -0.521, 0.000, 0.000, -0.467, 319.096, 2.266, -750.000, 200.000, 429.435, -0.068, 0.750, 0.148
